"start","word"
55.81,"welcome to all of you deplorable"
70.81,"Thank You men boy oh boy we're"
75.61,"gonna have a good time tonight"
76.69,"we're gonna have a good time"
80.23,"wow I love that I love that look"
85,"at this look what that says hold"
87.91,"up that sign for the cameras"
90.16,"wow that's so beautiful thank"
93.58,"you thank you"
95.59,"great thank you that is so nice"
98.41,"and we are doing well in every"
102.22,"way the polls have been"
103.69,"incredible but we're doing great"
105.43,"it's great to be in my second"
107.979,"home"
108.4,"florida and in the city of Miami"
114.67,"will have so many wonderful"
115.69,"friends and projects and"
117.43,"employees we have an amazing"
118.84,"group and all of you know Trump"
121.27,"national Doral and we'll go"
122.83,"there let's go and have some fun"
125.77,"we have tremendous developments"
128.5,"in miami on the water and Doral"
131.62,"in particular has been a"
132.7,"tremendous tremendous thing so I"
135.25,"really appreciate I love the"
136.63,"city I love the whole state so"
139.48,"and i have a lot of employees"
142.42,"and I'm pay them a lot of money"
147.96,"and by the way a lot of"
151.92,"african-american employs a lot"
153.75,"of hispanic employs a lot and"
160.38,"they're very happy they like"
161.82,"Donald Trump so new polls have"
165.45,"just come in and we're leading"
167.97,"in many of the battleground"
169.83,"states all over the country"
171.24,"including being four points up"
176.28,"in a certain state known as"
178.62,"florida and the los angeles"
185.28,"times has six points up"
187.35,"nationwide good Paul good word I"
190.83,"wouldn't be telling you about a"
192.03,"trauma but come November a we're"
195.87,"going to win Florida and we're"
197.58,"going to win the white house and"
199.38,"we're going to make America"
200.46,"great again"
204.5,"it's going to be a victory for"
207.71,"the people it's going to be a"
210.17,"victory for the workers the"
211.85,"family's the veterans veterans"
213.74,"we love our value and every"
218.21,"citizen of this country it's"
220.52,"going to be a victory for those"
222.17,"who haven't had reason to hope"
225.14,"for a very long time"
228.95,"I'm campaigning in every"
230.87,"community and every part of this"
233.42,"country for every last vote"
239.54,"I'm running to be a president"
243.98,"for all Americans"
245.959,"I just had the most amazing"
249.68,"afternoon in a little haiti good"
253.34,"place"
254.12,"unbelievable people and i'm"
255.89,"going to be campaigning hard for"
258.829,"their votes and they are"
260.57,"incredible people our support"
262.19,"comes from all regions all"
264.26,"backgrounds and all works of"
267.23,"life for all of and by the way a"
272.15,"little haiti they presented with"
273.95,"me with something that I figured"
276.26,"I'd put on is that ok to put it"
277.94,"on"
279.77,"they gave me that and i love it"
281.81,"gets good"
282.95,"you're cops and soldiers thank"
286.58,"you love you too"
287.93,"carpenters and welders"
291.68,"accountants and lawyers young"
293.54,"and all"
294.59,"Richard poor black white and"
297.77,"hispanic but above all we are"
301.97,"together and we are Americans"
305.12,"who are"
306.35,"we gotta pull our country"
309.26,"together just today I was"
313.13,"honored to get the endorsement"
315.56,"of recipients of the Medal of"
317.72,"Honor brave people and many many"
324.35,"of our most amazing military"
328.55,"leaders generals Admirals"
330.5,"amazing people real fighters"
333.41,"they really know what they're"
334.91,"doing"
335.75,"we now have the endorsements of"
338.36,"more than 160 top generals and"
343.46,"admirals I didn't know we had"
350.06,"that many where we love Him we"
354.56,"also have the support of 16,500"
357.8,"border patrol officers the first"
361.97,"time in the history of the"
363.59,"border patrol that they have"
365.6,"endorsed any presidential"
367.34,"candidate as well as law"
370.61,"enforcement officers police all"
374.06,"across the country in fact i'm"
378.38,"very excited to announce tonight"
380.27,"that we just received a few"
383.24,"minutes ago the endorsement of"
385.04,"the largest police union in the"
387.41,"country the Fraternal Order of"
390.65,"Police number one by fine"
394.19,"pretty good pretty good and we"
397.82,"have the support of millions of"
399.71,"patriotic moms and dads who go"
404.72,"to work every day and make our"
407.06,"country run while my opponents"
413.03,"Landers you as deplorable and"
416.69,"irredeemable"
423.02,"where that second word is stuff"
424.729,"you don't hear that as much but"
426.68,"that means you're never going to"
427.819,"come back folks and I know"
429.5,"you're gonna come back we're"
430.879,"gonna come back so strong"
432.949,"we're gonna be so strong"
434.03,"stronger than ever before"
436.19,"irredeemable they don't talk"
438.259,"about that one but that was to"
439.879,"me pretty bad i call you"
442.819,"hard-working American patriots"
444.979,"who love your family and really"
446.539,"really really love your country"
448.729,"love your country"
467.47,"Clinton's entire campaign rests"
472.12,"on using a single tactic and"
474.67,"it's not working very well she"
477.73,"spent hundreds of millions of"
480.31,"dollars on phony campaign ads"
483.4,"and we're actually i think"
485.35,"probably leading based on"
487.63,"everything we're saying and"
490.39,"we've spent practically nothing"
492.64,"i'm proud of that and you know"
495.43,"what we're doing very well you"
498.88,"know the old days if you spent"
501.64,"less and you had far fewer"
503.8,"people and you were leading you"
507.01,"got credit today they say well"
509.35,"she's spending much more money"
510.85,"yet but she's doing poorly very"
512.89,"cool but what they do is they"
514.99,"spear opponents and you look at"
516.669,"her history and a question"
518.95,"policies and they talk all the"
521.53,"time about races races the only"
524.169,"word they know they used their"
525.67,"own Romney they used it on"
527.5,"everybody they use it when"
529.33,"they're in trouble they always"
531.43,"pull out the racist one and they"
533.56,"are in very big trouble i have"
535.42,"to tell you and for the most"
542.02,"part we haven't even started"
543.31,"spending our money and we have"
545.29,"raised a lot of money and i'm"
547.089,"putting in my money and i put in"
549.22,"a hell of a lot of money in fact"
551.86,"if things don't work out even"
555.58,"though a lot of people are"
556.81,"saying this was one of the great"
559.45,"political phenomenon they've"
561.64,"ever seen they've never seen"
562.87,"they called a phenomenon i will"
565.15,"tell you if it doesn't work out"
567.67,"it will be a tremendous waste of"
571.24,"time energy and money and she's"
574.03,"angry for even suggesting it"
576.2,"are we gonna hey look november"
579.08,"eight you go and vote we're"
580.28,"winning"
580.79,"I'll tell you what if you vote"
582.32,"we're winning there's no way"
583.91,"they can beat us"
585.5,"there's no way she can beat us"
588.65,"because her people have no"
590.63,"enthusiasm whatsoever"
593.63,"they're not going to turn out"
594.92,"they don't have the enthusiasm"
597.59,"who could possibly have"
599.06,"enthusiasm what are you getting"
600.86,"you turn out"
604.67,"we're winning big league and I"
605.84,"think and they're all saying the"
607.64,"drunk people are going to turn"
609.14,"out we have a movement like they"
610.52,"have never ever seen in this"
612.11,"country and they say in terms of"
617.93,"enthusiasm they have never had"
620.57,"polling higher so i think i have"
624.74,"ever lived out turn out we're"
627.32,"gonna have a tremendous november"
629.21,"eight probably will say november"
632.33,"eighth plus the next four years"
633.86,"and then four years after that"
635.24,"okay"
639.36,"but the racist word it's the"
644.579,"oldest play in the Democratic"
646.5,"playbook and Americans have had"
649.29,"enough of it"
650.339,"ok we get it we get it i'll tell"
654.329,"you what i just i told you i"
655.74,"just left little haiti the love"
657.839,"is unbelievable it's"
659.22,"unbelievable"
660.99,"there's no racist there's no"
662.88,"nothing it's love"
665.1,"they want solutions they want"
666.87,"better lives not more petty"
668.7,"attacks from failed and totally"
671.67,"discredited politicians like"
674.73,"crooked Hillary Clinton they"
680.91,"want their immigration laws"
682.829,"enforced and their borders"
685.56,"secured"
700.36,"let's win in november eight ok"
702.459,"welcome their patriotic"
706.209,"Americans of all backgrounds who"
708.79,"want their jobs and their"
710.41,"families protected they want"
712.149,"protection people warned about"
715.69,"radical Islamic terrorism are"
719.769,"not Islamophobes everyone's in"
722.86,"Islam phone you mentioned"
724.87,"something you're an Islamophobe"
726.76,"you know they come up with words"
729.88,"hey I went to Ivy League school"
732.339,"I did very well great to have so"
735.85,"many new words Islamophobe we"
741.91,"have a president and frankly"
744.49,"Hillary who don't use the words"
747.61,"radical Islamic terrorism and if"
751.18,"you don't know what you're"
752.2,"fighting you're not gonna find"
753.64,"it very well and we've proven"
754.839,"that we have decent American"
759.459,"citizens who want to uphold are"
761.829,"tolerant values and keep our"
763.93,"country safe we want to keep our"
765.37,"country safe people who support"
768.49,"the police who want crime reduce"
771.13,"and ended and who are not"
773.05,"prejudiced they're concerned and"
776.949,"loving citizens whose hearts"
779.14,"break every time an innocent"
780.85,"child is killed violently on the"
784.57,"streets which is happening all"
786.579,"over our country yet while"
788.8,"Hillary Clinton lives behind"
790.36,"gates and walls and guards and"
793.029,"raises millions from Henstridge"
795.16,"you look what she's doing with"
796.449,"his hedge funds raising millions"
798.31,"and millions i know so many of"
799.99,"these people give me a break"
803.5,"that's fun and the wall street"
806.56,"donors she slanders and smears"
809.829,"with her statements last week"
812.17,"working people who just want a"
815.079,"fraction of the security enjoyed"
818.29,"by our politicians and certainly"
821.44,"enjoyed by her"
823.27,"now you know she's very much"
824.8,"against the Second Amendment she"
826.81,"wants to destroy your second"
828.34,"Amendment"
831.39,"guns guns guns right i think"
835.08,"what we should do is she goes"
838.02,"around with armed bodyguards"
840.93,"like you have never seen before"
842.04,"I think that her bodyguards she"
845.67,"drop all weapons face it this"
847.68,"arm right right i think they"
851.31,"should disarm immediately what"
853.29,"do you think yes take their guns"
857.49,"away she doesn't want guns take"
860.25,"their let's see what happens to"
861.6,"take their guns away"
864.12,"ok will be very dangerous"
868.44,"her comments displayed the same"
871.14,"sense of arrogance and"
872.73,"entitlement that led her to"
875.19,"violate federal laws Secretary"
877.05,"of State hide and delete her"
878.97,"emails destroyer iphones with a"
881.76,"hammer with a hammer 13 of them"
888.54,"but classified information in"
892.35,"the reach of our enemies lie to"
893.88,"Congress and self-government"
895.92,"favors and access through her"
899.1,"foundation it's the same"
901.65,"attitude of arrogance and"
903.69,"entitlement that explains why"
906.27,"she has never taken"
907.68,"accountability for the disaster"
910.35,"she created in Libya Syria Iraq"
913.44,"Iran and all over the world"
917.07,"everything she touched it just"
919.56,"didn't work out"
920.73,"certainly it didn't work out for"
922.77,"our country"
923.79,"it's the same reason why she"
926.31,"won't take responsibility for"
928.74,"her central role in unleashing"
931.41,"Isis all over the world"
936.6,"her policies have created"
939.72,"disaster overseas and poverty at"
942.36,"home we see it"
943.68,"look we see it I drove here we"
945.54,"see it we see I'm running to"
948.959,"reverse these values and they"
950.819,"are incredible failures and"
952.649,"create a new American future and"
959.73,"that future begins with"
962.19,"prosperity at home my economic"
966.18,"agenda can be summed up in three"
968.79,"words and you can like these"
970.35,"three words jobs jobs jobs one"
980.55,"of my highest priorities is to"
982.56,"bring jobs into our inner cities"
984.42,"african-american communities"
986.97,"have suffered horribly as a"
988.44,"result of failed Democratic"
990.779,"leadership Democrats have run"
993.66,"these inner cities for a half a"
995.579,"century for 60 years 75 years"
999.06,"even in some cases a hundred"
1001.579,"years straight unabated unbroken"
1004.88,"over a hundred years they"
1007.399,"control the mayor's offices the"
1009.38,"school board's the City"
1010.519,"Council's and the seats in"
1011.87,"Congress and all they have"
1013.759,"delivered is more poverty more"
1015.709,"crime and more failing schools"
1018.74,"sixty-five percent of"
1023.329,"african-american children under"
1025.939,"the age of six now live in"
1029.329,"poverty"
1032.19,"more than 3,000 people have been"
1036.66,"shot in the city of Chicago this"
1040.68,"year this year think of it since"
1043.92,"january first fifty-eight"
1046.38,"percent of african-american"
1048.21,"youth are not working can get a"
1050.43,"job"
1051.33,"these are the results of the"
1053.61,"policies embraced by Hillary"
1056.16,"Clinton and everyone knows that"
1058.71,"if she's elected the inner"
1060.63,"cities will get nothing but more"
1063.09,"pain and suffering and crime and"
1067.02,"heartache"
1106.25,"amazing people amazing country"
1108.77,"we have an amazing country and"
1110.96,"honestly you see the crime"
1112.4,"statistics you're"
1114.05,"african-american you have the"
1116.54,"inner-city problems that have"
1117.77,"been going on for ever forever"
1120.11,"you have problems like nobody"
1123.68,"has and you look at crime you"
1126.68,"look at schools you look at no"
1128.18,"jobs"
1129.56,"look at the worst education"
1131.03,"lookout dangers you can't walk"
1132.95,"down the street you get shot for"
1135.26,"your child gets shot and I've"
1137.51,"been saying it now say it openly"
1138.98,"and some people like it and some"
1140.9,"people don't like it and I don't"
1142.31,"really care"
1147.62,"what do you have to lose I will"
1150.83,"fix it I'm gonna fix it"
1152.809,"we're going to fix our inner"
1154.13,"cities we're gonna make them"
1155.24,"safe"
1156.38,"we're gonna bring jobs back so"
1158.6,"to the african-american people"
1160.58,"within the community what do you"
1162.32,"have to lose it can't get"
1164.33,"honestly it can't get that so"
1166.7,"nice thank you"
1168.14,"it can't get any worse it can't"
1171.14,"get any worse it can't get any"
1175.46,"worse"
1181.34,"thank you"
1188.71,"so nice thank you thank you very"
1190.57,"much"
1192.85,"it can't get any worse the crime"
1194.98,"the jobs no jobs no education"
1197.529,"worst education more unsafe you"
1200.95,"go to Afghanistan right we're"
1203.02,"Afghanistan"
1204.669,"I mean we have cities that are"
1206.169,"far more dangerous than"
1207.34,"Afghanistan inner cities"
1209.799,"african-american people within"
1214.69,"that community and outside of"
1217.179,"that community are going to be"
1218.799,"voting for Donald Trump in"
1220.779,"record numbers you are"
1223.539,"we're gonna fix it Hillary"
1227.71,"Clinton has been in Washington"
1229,"for 30 years her disastrous"
1232.87,"record speaks for itself and i"
1236.44,"have to tell you what she ran"
1238.059,"for the United States Senate in"
1240.22,"New York we have upstate New"
1241.36,"York which is a total disaster"
1242.95,"he cannot make disaster she said"
1245.559,"she's gonna bring back jobs jobs"
1247.929,"jobs see anyway she gets elected"
1249.76,"we lost our jobs it got worse"
1252.039,"she didn't do anything she"
1256.12,"didn't do anything you want arms"
1258.01,"you want to sleep okay"
1259.48,"she didn't doing she didn't do"
1261.82,"anything"
1263.86,"it got worse far worse now it's"
1265.75,"a total catastrophe"
1268.179,"just remember that when she"
1269.5,"tells you about jobs when she"
1271.179,"tells you she's gonna fix trade"
1272.62,"deals she would know where to"
1274.179,"begin"
1275.08,"she wouldn't know where to begin"
1276.61,"and besides that to do that kind"
1278.5,"of thing to negotiate great"
1281.23,"trade deals to reinstall our"
1284.169,"military look our military is so"
1286.87,"depleted we have the greatest"
1288.85,"people on earth"
1290.2,"they're using equipment that's"
1291.46,"all they're flying planes that"
1292.84,"are all you see what's happening"
1295.48,"it's a depleted military we have"
1298.659,"to have a strong military we"
1300.73,"have to take care of our vets we"
1303.49,"have to take care of"
1304.73,"but to do these things you need"
1310.13,"a lot of energy and she does not"
1312.14,"have the energy and in my"
1313.88,"opinion she is totally unfit to"
1316.7,"be the president of the united"
1318.5,"states the only people that you"
1325.16,"will deliver for frankly our her"
1327.2,"donors and her special interest"
1329.179,"i'm going to deliver for you"
1332.03,"believe me"
1333.98,"the American people we're going"
1335.24,"to deliver you're going to be"
1336.26,"happy and those inner cities are"
1337.88,"going to see progress like they"
1339.83,"have probably not probably like"
1343.309,"they have never seen you watch"
1345.62,"like they have never seen thank"
1349.49,"you"
1350,"if we lower our taxes and we're"
1353.66,"giving a massive tax reduction"
1355.97,"and by the way Hillary Clinton"
1358.79,"is raising your taxes"
1360.5,"substantially"
1364.02,"if we remove destructive"
1366.99,"regulations unleashed the vast"
1369.48,"treasure of American energy we"
1371.46,"have so much energy"
1373.65,"it's being destroyed our"
1375.66,"economic worth and negotiate"
1378.54,"trade deals that put America"
1380.37,"first then there is no limit to"
1383.22,"the number of jobs we can create"
1385.17,"and the amount of prosperity we"
1387.9,"can unleash there is no limit"
1389.61,"pay off our debt pay down our"
1392.16,"debt reduce taxes get rid of"
1394.89,"regulations my first day in"
1397.5,"office i'm going to order a"
1399.66,"review of every single"
1402.03,"regulation issued over the last"
1404.46,"10 years all needless"
1409.38,"job-killing regulations will be"
1411.99,"immediately cancelled millions"
1415.92,"of new jobs will comporting in"
1418.2,"and we're going to lift the"
1420.33,"restrictions on American energy"
1422.43,"which means at least another"
1423.93,"half a million jobs each year"
1427.05,"they are being destroyed and"
1432.36,"we're unable to compete with"
1433.95,"other nations very simple and"
1436.38,"that's just the beginning also"
1438.06,"on my first day i'm going to ask"
1441.06,"Congress to send me a bill to"
1442.98,"immediately repeal and replace"
1444.9,"disasters Obamacare it has"
1447.69,"turned out to be a disaster"
1461.04,"this alone will instantly save"
1463.17,"another two million jobs and if"
1466.2,"you look at your premiums it's"
1468.63,"through the roof and by the way"
1471.09,"on november first just before"
1472.98,"the election in November a new"
1475.47,"numbers are coming out which"
1476.91,"will show forty fifty sixty"
1479.16,"percent increases they want to"
1481.92,"delay it till after the election"
1483.03,"because its election it's it's a"
1486.6,"disaster"
1488.07,"it's a disaster and your"
1490.5,"deductibles are so high that"
1493.53,"unless you lead a really long"
1497.04,"slow vicious death"
1500.22,"you're never going to be able to"
1501.54,"use when you see the deductibles"
1504.63,"you're never going to be able to"
1505.53,"use it"
1506.43,"i'm also going to completely"
1509.28,"reformed our trade deals"
1511.68,"we're going to renegotiate NAFTA"
1513.66,"probably the worst trade deal"
1518.52,"ever agreed to sign in the"
1521.88,"history of the world not in the"
1523.95,"United States its destroyed our"
1526.74,"manufacturing in our country"
1528.57,"it's destroyed and by the way"
1531,"guess who signed that bill"
1532.62,"clinton"
1537.43,"you look at all of the places"
1539.2,"Florida included but you look at"
1541.72,"upstate New York you look at"
1543.16,"Ohio you look at pennsylvania"
1545.02,"you look at all of these"
1546.16,"different places have been"
1547.87,"destroyed"
1549.34,"absolutely destroyed you look at"
1551.17,"new england look what happened"
1552.67,"to New England they've been"
1554.11,"destroyed by companies moving"
1556.3,"out going into Mexico firing"
1559.06,"everybody unemployment through"
1561.16,"the roof"
1562.09,"we're going to stand up to China"
1563.62,"and keep America out of the"
1566.62,"trance Pacific Partnership"
1568.18,"another catastrophe TPP will be"
1576.94,"almost as bad as NASA nothing"
1579.88,"can be as bad as NAFTA"
1581.65,"trans-pacific partnership will"
1584.38,"be almost as bad as NAFTA it'll"
1587.32,"take you jobs Ohio remember it's"
1589.99,"going to take your jobs Ohio I"
1592.03,"tell you that Michigan so many"
1595.24,"places TPP is a disaster"
1598.66,"we don't need another massive"
1600.64,"multinational deal by the way"
1602.86,"that nobody on our side even"
1604.66,"reads that ties us up and bind"
1608.77,"just down and doesn't even"
1610.93,"discuss monetary manipulation"
1613.63,"and evaluation which is how"
1616.87,"China and all these countries"
1618.91,"are beating us so badly not even"
1622.51,"discussed and they had"
1624.25,"provisions in the agreement and"
1628.21,"they were taken out because"
1630.01,"certain politicians didn't want"
1632.05,"to have them in there"
1633.31,"I wonder why another major"
1636.46,"reform is going to be school"
1639.55,"choice"
1642.57,"and we're going to terminate"
1644.909,"common core and we're bringing"
1646.919,"our education local I've"
1653.549,"outlined a plan to provide every"
1655.679,"disadvantage child in America"
1657.84,"the freedom to choose the"
1659.25,"private-public magnet or"
1662.1,"religious school of his or her"
1664.44,"choice"
1666.269,"this will help lift millions of"
1669.029,"poor african-american and"
1670.59,"hispanic children out of poverty"
1672.45,"something we are going to do"
1674.309,"since president obama came into"
1677.009,"office another two million"
1679.44,"Hispanic Americans have fallen"
1681.57,"into poverty its catastrophic"
1682.95,"and it's totally unacceptable to"
1686.639,"the Hispanic community I say we"
1689.19,"are going to protect your jobs"
1691.769,"we're going to build up your"
1693,"schools and we're going to"
1694.74,"deliver safety and opportunity"
1697.289,"for your children you have no"
1698.7,"safety you have little"
1700.169,"opportunity this week i also"
1706.049,"rolled out a plan to help our"
1708.45,"mothers and our families get"
1710.669,"affordable quality child care"
1712.409,"for their children child care"
1715.23,"ivanka trump very much for child"
1718.169,"she's been talking about that to"
1720.84,"me for two years long before I"
1722.58,"even decided to go through this"
1725.009,"journey and it's not easy i want"
1727.049,"to tell you we speak in rooms"
1728.82,"like this this is about a"
1730.59,"hundred degrees right now that's"
1733.08,"considered a cool auditorium and"
1735.84,"the reason is we have such big"
1737.1,"crowds like this one look at"
1738.6,"every single corner unbelievable"
1741.36,"these rooms weren't designed for"
1745.889,"this many people and it is hot"
1749.19,"in these rooms and we stand up"
1752.07,"here and we talked and we do two"
1753.899,"or three and sometimes will be"
1755.37,"hitting for a day do you think"
1758.549,"Hillary Clinton can get through"
1760.2,"one"
1762.68,"you ever see her 18 minute"
1766.43,"speech mom"
1768.08,"bom bom sia see I'm going home"
1773.6,"now we're doing it the right way"
1777.41,"and frankly when they spend"
1779.84,"hundreds of millions of dollars"
1780.83,"on advertising I don't have to"
1782.99,"because i do it the"
1783.95,"old-fashioned way I come into"
1785.36,"your neighborhood but a lot"
1787.58,"cheaper it's a lot harder work"
1789.68,"but it's a lot cheaper"
1794.3,"very good"
1799.309,"very very true on policy after"
1803.12,"policy"
1804.32,"we're going to provide"
1805.34,"opportunity prosperity and"
1807.23,"security for all Americans"
1809.179,"we're also going to stand with"
1811.009,"the Cuban people in their fight"
1813.529,"against communist oppression now"
1820.249,"we're on the we're on the right"
1822.32,"side great people they're great"
1827.45,"people"
1828.35,"the president's one-sided deal"
1832.159,"for Cuba and with Cuban benefits"
1836.629,"only the castro regime"
1844.83,"people are very unhappy about it"
1846.57,"you know was interesting when he"
1848.97,"landed the plane recently in"
1850.59,"china right"
1853.62,"they refused to give mr. way out"
1855.539,"of Air Force One"
1857.789,"now that is a first in the"
1859.409,"history of Air Force One"
1861.33,"so he's basically the mechanics"
1863.46,"stairs"
1864.809,"that's the stair they dropped"
1866.01,"down to get the mechanics up to"
1867.45,"fix the light bulb right when he"
1870.69,"landed the plane in saudi arabia"
1873.029,"which we protect without us they"
1877.08,"wouldn't be there for two months"
1878.07,"he landed in Saudi Arabia he"
1881.549,"wasn't greeted by the top"
1884.13,"officials now what I have done"
1886.62,"in those two cases bomb take me"
1890.94,"back to Washington Jim let's go"
1899.92,"let's go Jim get going close"
