"start","word"
77.46,"thank you"
114.89,"thank you everybody so we began"
118.25,"one hour early because the place"
122.39,"is packed so why should we wait"
127.159,"thank you"
129.069,"it's great to be in ohio i love"
132.67,"this state i do i love the state"
135.819,"where I once worked and had"
137.53,"great experience and I must tell"
139.81,"you"
140.439,"above all I love the people of"
143.079,"Ohio"
150.7,"and I have a very special"
151.81,"message for you tonight we're"
155.89,"going to win Ohio we're going to"
158.89,"win the white house and we're"
162.849,"going to bring back your jobs"
165.58,"that have been taken from your"
167.56,"state and every other state in"
170.44,"the Union"
175.66,"we're going to negotiate fair"
178.63,"trade deals and what I mean by"
181.51,"fair is great that put the"
186.88,"American worker first we're"
193.63,"going to stop the product upping"
196.72,"all over the place"
198.16,"dumping and we're going to stop"
200.44,"the unfair foreign subsidies and"
203.59,"currency manipulation which is a"
205.93,"form of cheating"
209.2,"we're going to stop all forms of"
213.82,"cheating"
214.84,"we're going to bring our workers"
216.34,"back we're going to bring our"
217.87,"country back we're gonna bring"
219.85,"companies back into our country"
221.77,"they're going to hire lots of"
223.66,"people you're going to get great"
225.31,"jobs again you're going to get"
227.41,"jobs that pay you a lot more"
229.9,"money than you're making right"
231.22,"now because I know what happened"
233.14,"to the American worker"
239.28,"the era of economic surrender"
242.97,"which is what we've been doing"
244.41,"for so long is over"
250.95,"a new era of real American"
255.3,"greatness is ready to begin if I"
259.079,"get elected president"
279.47,"no state has been hurt worse by"
283.85,"the Hillary Clinton trade"
286.07,"policies than the state of Ohio"
289.31,"Hillary Clinton back to her"
291.77,"husband's NAFTA one of the worst"
295.07,"deals made in the history"
298.46,"of our country maybe the worst"
300.889,"trade deal made ever anywhere in"
303.56,"the world that's how bad she"
306.169,"back"
306.8,"China's entrance into the world"
308.96,"trade organization she backed"
311.569,"the job-killing trade deal with"
314.3,"South Korea and she back the"
317.36,"trans-pacific partnership which"
320.509,"he called the gold standard"
325.02,"one bad deal after another"
328.83,"Hillary Clinton's donors own her"
331.77,"they owned her locked stopped"
335.22,"and barrel they owned her and"
338.52,"she will do whatever they tell"
