"start","word"
0,"let's give a good warm welcome"
3.03,"for u.s. Senator Dick Durbin and"
7.29,"Hillary Clinton the next"
8.7,"president of the United States"
133.42,"welcome back Hillary flip"
136.9,"doghouse thanks for bringing"
144.37,"together a few your closest"
145.75,"friends today and I want to"
148.239,"welcome back this daughter of"
149.47,"Illinois to the place where you"
151.63,"need to be in the Midwest when"
153.069,"you're talking about working"
154.72,"families and organized labor"
156.31,"right here in the Quad Cities i"
162.64,"come from the Union family my"
164.83,"mother my father my two brothers"
167.17,"and I all proud to be members of"
169.63,"the Union and I stand here today"
171.549,"because I stood on their"
173.68,"shoulders figuratively stood on"
175.9,"their shoulders and made a life"
177.73,"out of the Union family paycheck"
180.67,"that came in regularly and"
183.16,"treated my dad mom and brothers"
184.989,"with respect that's what it's"
186.7,"about the respect for working"
188.5,"men and women across the united"
189.73,"states and that's what brings us"
191.44,"here"
192.34,"I think about this campaign and"
195.19,"I said to Hilary can you imagine"
197.11,"it was a year ago that you were"
199.78,"here she said I remember because"
202.51,"i had some allergies and I've"
204.22,"got him back again today and"
208.209,"she's back despite a little bit"
210.07,"of hay fever whatever maybe"
211.18,"we're sure glad to have a lot"
215.739,"has happened in the year that"
216.94,"she's since she's been here a"
219.43,"lot has been happening across"
220.66,"the united states and awful lots"
222.64,"happened in the race for"
223.39,"president of the United States I"
226,"don't understand the republican"
227.44,"party at all"
228.88,"I used to think I understood him"
230.769,"a little bit i couldn't"
232.39,"understand how the party of"
233.5,"Abraham Lincoln and Teddy"
235.66,"Roosevelt and General Dwight"
237.579,"Eisenhower could produce this"
239.89,"nominee for president united"
241.359,"states"
242.53,"it doesn't make any sense they"
244.93,"say it's a question of trust in"
246.34,"his campaign"
247.42,"well we know we can trust Donald"
249.19,"Trump to divide us we know we"
251.859,"can trust Donald Trump to make"
253.63,"us afraid we know we can trust"
256,"Donald Trump the double-talk on"
258.01,"the issues that we could trust"
260.109,"you to do"
261.13,"how did the Republican Party"
262.75,"reach this point well if you"
264.4,"watched box TV 24 7 3"
266.889,"65 this is what you end up with"
269.169,"but we can look at a record"
272.08,"trust on our side of the legend"
273.729,"a record trust when it comes to"
276.129,"Hillary Clinton when it came to"
278.08,"standing up for children it was"
280.87,"Hillary Clinton me young lawyer"
282.46,"fighting for kids across america"
284.319,"to get a decent shake in the"
286.539,"schools of America as first lady"
288.759,"of Arkansas they trusted Hillary"
