"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Tried on a size 10 skirt in Tesco and it would have fell off of me if my bum wasn't so big, on a proper buzz now",FALSE,0,NA,2019-05-04 15:23:31,FALSE,NA,"1124696063129137153",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ianfromfinance",0,FALSE,FALSE,NA,NA
"RT @rip2ley: So here's a tip for those that like Crunchies or Puff Candy. Get yourself some marshmallows (giant ones are good £2.99 Tesco)…",FALSE,0,NA,2019-05-04 15:23:25,FALSE,NA,"1124696037111648256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cassava274deux1",1,TRUE,FALSE,NA,NA
"@Hipforhat @LetToysBeToys @LFBCommissioner Shame on @Tesco 😢",FALSE,0,"Hipforhat",2019-05-04 15:22:49,FALSE,"1124691654022180865","1124695883860389888","528881189","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrBPAtkins",0,FALSE,FALSE,NA,NA
"APPEAL: Officers would like to speak to the driver of a silver minibus who may have witnessed a road related offenc… https://t.co/0Fk4SFGGXq",FALSE,0,NA,2019-05-04 15:22:20,TRUE,NA,"1124695765106995201",NA,"<a href=""https://orlo.tech"" rel=""nofollow"">Orlo</a>","PoliceWilmslow",0,FALSE,FALSE,NA,NA
"Absolutely mint going to Tesco getting your stuff for tea getting home ready to cook and realising you’ve forgot th… https://t.co/8d2L0xXXVv",FALSE,0,NA,2019-05-04 15:22:04,TRUE,NA,"1124695697247358976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paigecasterx",0,FALSE,FALSE,NA,NA
"this is too much https://t.co/WYJBt3N99M",FALSE,3,NA,2019-05-04 15:22:03,FALSE,NA,"1124695692776235008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","everytive",0,FALSE,FALSE,NA,NA
"@ItsPaulaaaa Hi there, sorry to see that! Can you DM me a pic of your full receipt, name and email and any product… https://t.co/QTC8VuT6Ln",FALSE,0,"ItsPaulaaaa",2019-05-04 15:21:48,TRUE,"1124695159130722305","1124695630025318400","198022719","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","Tesco",0,FALSE,FALSE,NA,NA
"@marksandspencer Hi there,  I  stopped eating your chickens at the deli counter a very longtime ago now since I was… https://t.co/LYn8QfVJda",FALSE,0,"marksandspencer",2019-05-04 15:21:42,TRUE,NA,"1124695603718574080","37916167","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mikekaraoke23",0,FALSE,FALSE,NA,NA
"@everytive @ArianaGrande #EveryLittleHelps Leah! - Emily 😄 https://t.co/phMQUm1uIm",FALSE,4,"everytive",2019-05-04 15:21:04,FALSE,"1124694497751896064","1124695445413015552","1097131200748109825","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tesco",0,FALSE,FALSE,NA,NA
"@TauntonGardener @Tesco Definitely Do Not Eat!!",FALSE,0,"TauntonGardener",2019-05-04 15:20:48,FALSE,"1124394608773992448","1124695377536606208","522626990","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","HelenSt07715618",0,FALSE,FALSE,NA,NA
"To finish the shift off, myself and Kieran have detained a shoplifter at Tesco Extra, Winwick Road.
The Male is now… https://t.co/zIO7zMoTLb",FALSE,0,NA,2019-05-04 15:20:26,TRUE,NA,"1124695286834696192",NA,"<a href=""https://orlo.tech"" rel=""nofollow"">Orlo</a>","BewseyWcrossPol",0,FALSE,FALSE,NA,NA
"Was looking forward to my lunch but was seriously disappointed @Tesco every single piece was raw, I had to throw th… https://t.co/92DR4ElFVb",FALSE,0,NA,2019-05-04 15:19:56,TRUE,NA,"1124695159130722305",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ItsPaulaaaa",0,FALSE,FALSE,NA,NA
"@Tesco Message sent, thanks.",FALSE,0,"carrie__moore",2019-05-04 15:19:16,FALSE,"1124692485916254213","1124694991635472384","353918853","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carrie__moore",0,FALSE,FALSE,NA,NA
"RT @NorbertElekes: World’s largest retailers vs. Amazon

Sainsbury's
Metro Group
Carrefour
Best Buy
Kroger
H&amp;M
Wesfarmers
Ahold Del
Seven &amp;…",FALSE,0,NA,2019-05-04 15:19:11,FALSE,NA,"1124694968793100290",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_venky23",287,TRUE,FALSE,NA,NA
"@FayeTreacy @ScalaRadio Also in Sainsbury’s and Tesco, but I’ve never sung Custard in either of those!",FALSE,0,"FayeTreacy",2019-05-04 15:18:30,FALSE,"1124661061607723010","1124694799875964930","397611594","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","charlesnove",0,FALSE,FALSE,NA,NA
"RT @NorbertElekes: World’s largest retailers vs. Amazon

Sainsbury's
Metro Group
Carrefour
Best Buy
Kroger
H&amp;M
Wesfarmers
Ahold Del
Seven &amp;…",FALSE,0,NA,2019-05-04 15:17:21,FALSE,NA,"1124694508665393152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SayyRayy",287,TRUE,FALSE,NA,NA
"Greenyard Frozen teams up with Tesco https://t.co/eNAuXuruMB",FALSE,0,NA,2019-05-04 15:17:19,FALSE,NA,"1124694502273368065",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","enviromintnz",0,FALSE,FALSE,NA,NA
"Tesco has noticed me more than Ariana...
Step up your game @ArianaGrande",FALSE,9,NA,2019-05-04 15:17:18,FALSE,NA,"1124694497751896064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","everytive",0,FALSE,FALSE,NA,NA
"RT @RevRichardColes: In Tesco’s I look up and see the person ahead of me in the queue IS MY BROTHER. https://t.co/c8llXl1T50",FALSE,0,NA,2019-05-04 15:17:04,FALSE,NA,"1124694437647519744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HouchinSamantha",9,TRUE,FALSE,NA,NA
"@ul_in_red Hello there, I'm really sorry to hear that your BBQ's been ruined! Can you DM me your full name, address… https://t.co/Oxa3CDJHOT",FALSE,0,"ul_in_red",2019-05-04 15:16:52,TRUE,"1124676210238337024","1124694385642414081","1560831648","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","Tesco",0,FALSE,FALSE,NA,NA
"@charlobethan Didn’t wanna associate myself with Tesco fans x #teamasda",FALSE,0,"charlobethan",2019-05-04 15:16:31,FALSE,"1124683941842173952","1124694299696934912","107555906","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xkkatiee",0,FALSE,FALSE,NA,NA
"which goon at Tesco thought it was a good idea to put mango chutney in a hummus and falafel wrap. horrid",FALSE,0,NA,2019-05-04 15:16:15,FALSE,NA,"1124694231090651136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","talfeingold",0,FALSE,FALSE,NA,NA
"every time i try to leave my flat to go to tesco it starts hailing bitch i know im BROKE but i need dinner",FALSE,1,NA,2019-05-04 15:15:45,FALSE,NA,"1124694107178381315",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lgbtzelda",0,FALSE,FALSE,NA,NA
"@Tesco thank you!!",FALSE,0,"Tesco",2019-05-04 15:15:30,FALSE,"1124693932787417088","1124694042900664326","271986064","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","everytive",0,FALSE,FALSE,NA,NA
"@everytive Enjoy your meal deal, Leah! - Emily 🥪🛒",FALSE,2,"everytive",2019-05-04 15:15:04,FALSE,"1124693537868648448","1124693932787417088","1097131200748109825","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tesco",0,FALSE,FALSE,NA,NA
"Tesco Reduces Price Of Jack Daniels By £10  https://t.co/3epVZLWHCN via @ladbible A must for any Spurs fan who want… https://t.co/QtQiaHmm96",FALSE,0,NA,2019-05-04 15:15:01,TRUE,NA,"1124693923400699904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Loopylouspurs",0,FALSE,FALSE,NA,NA
"RT @RevRichardColes: In Tesco’s I look up and see the person ahead of me in the queue IS MY BROTHER. https://t.co/c8llXl1T50",FALSE,0,NA,2019-05-04 15:14:35,FALSE,NA,"1124693813723893762",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","slinkypop",9,TRUE,FALSE,NA,NA
"RT @delboy1978uk: I didn’t know we used to have beavers in Scotland, until we ate them all 😂
Other than Tesco “beef” Burgers, have you ever…",FALSE,0,NA,2019-05-04 15:14:30,FALSE,NA,"1124693793721155585",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","davie5456",13,TRUE,FALSE,NA,NA
"Going to big Tesco on a Saturday afternoon was a grave mistake",FALSE,2,NA,2019-05-04 15:13:41,FALSE,NA,"1124693585675345922",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maxw03",0,FALSE,FALSE,NA,NA
"Theyre selling lives up at tesco, maybe you should go get one",FALSE,0,NA,2019-05-04 15:13:26,FALSE,NA,"1124693525457768449",NA,"<a href=""https://twitter.com/"" rel=""nofollow"">NoodleBot1</a>","ShittyInsultMan",0,FALSE,FALSE,NA,NA
"I'm at @Tesco Extra in Scunthorpe, North Lincolnshire w/ @bogusianowakows https://t.co/SWM1CrMAD4",FALSE,0,NA,2019-05-04 15:13:05,FALSE,NA,"1124693436848852993",NA,"<a href=""https://www.swarmapp.com"" rel=""nofollow"">Foursquare Swarm</a>","GardenersArms73",0,FALSE,FALSE,"-0.6965117","53.5907075"
"RT @NorbertElekes: World’s largest retailers vs. Amazon

Sainsbury's
Metro Group
Carrefour
Best Buy
Kroger
H&amp;M
Wesfarmers
Ahold Del
Seven &amp;…",FALSE,0,NA,2019-05-04 15:12:35,FALSE,NA,"1124693310084407296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WlcherBlvdRgret",287,TRUE,FALSE,NA,NA
"Spend so much money calling America lately an now only 1p a min thankyou  tesco man",FALSE,0,NA,2019-05-04 15:12:21,FALSE,NA,"1124693252278505472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tonichamarie1",0,FALSE,FALSE,NA,NA
"RT @OpeMed: A big thank you to @amprouk for featuring us in your latest newsletter on our work with @Tesco and @CP_Consortium. You can read…",FALSE,0,NA,2019-05-04 15:12:20,FALSE,NA,"1124693248658825218",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YAbidat",3,TRUE,FALSE,NA,NA
"@Lucyburgon1 Hi Lucy, thank you for letting me know about this. I have passed this on for you. I am certain you wil… https://t.co/2Fp7Rbnhbe",FALSE,0,"Lucyburgon1",2019-05-04 15:12:19,TRUE,"1124683465339883520","1124693243067817985","896453675337617410","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","Tesco",0,FALSE,FALSE,NA,NA
"RT @MingErs_Intl: [Trans - Part 2 Video]

Staff: They said front side are didn't see your face
🐰 : Ah..front side didn't see my face, OK.…",FALSE,0,NA,2019-05-04 15:11:15,FALSE,NA,"1124692973667512320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SaintPerthlbc",144,TRUE,FALSE,NA,NA
"RT @WeardaleDiary: Country diary by Kate Blincoe: the swallows are back at Tesco https://t.co/IEDlMgfysD",FALSE,0,NA,2019-05-04 15:10:01,FALSE,NA,"1124692664367108099",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ErUpNorth",5,TRUE,FALSE,NA,NA
"@maribbons @Tesco this literally happened to me a couple years ago on a pub, a woman outright told me ""we can't ser… https://t.co/CoLE2qkPZj",FALSE,0,"maribbons",2019-05-04 15:09:50,TRUE,"1124641749929013252","1124692617541947392","56080629","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","seaevenings",0,FALSE,FALSE,NA,NA
"I had a dream last night that Little Mix were working in my local Tesco and Jade was being a bitch and not giving me a bag.",FALSE,0,NA,2019-05-04 15:09:43,FALSE,NA,"1124692589804969985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","summerd182",0,FALSE,FALSE,NA,NA
"@CFCLUI @Tesco That’s great 9/10 imo because pink pringles. &gt;&gt;&gt;",FALSE,0,"CFCLUI",2019-05-04 15:09:31,FALSE,"1124650608932339712","1124692539284574208","878298159176437760","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LFCRob__",0,FALSE,FALSE,NA,NA
"RT @jtdtogether: How exciting!! 4 out of 18 in Wales! Tesco in Ammanford and Llandrindod Wells and Caernarfon Station - go 🏴󠁧󠁢󠁷󠁬󠁳󠁿 @childco…",FALSE,0,NA,2019-05-04 15:09:23,FALSE,NA,"1124692503062622208",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LdWales",5,TRUE,FALSE,NA,NA
"@Tesco Thanks for your prompt response. Will DM you now with the necessary information 👍🏼",FALSE,0,"Tesco",2019-05-04 15:09:19,FALSE,"1124688984830095360","1124692485916254213","271986064","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carrie__moore",0,FALSE,FALSE,NA,NA
"RT @MingErs_Intl: [Trans-Part 1 Vid ]

🐰 : Hello everybody, today we will go to Trat. Go to Koh Chang (Chang island). Trat is the half of h…",FALSE,0,NA,2019-05-04 15:09:17,FALSE,NA,"1124692477808484352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SaintPerthlbc",188,TRUE,FALSE,NA,NA
"it’s hailing and everyone in Tesco’s knows it’s climate change",FALSE,0,NA,2019-05-04 15:09:05,FALSE,NA,"1124692428919836673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SophieHemery",0,FALSE,FALSE,NA,NA
"Sometimes I have a feeling @Tesco is supporting terrorism...
;-) https://t.co/xQTmktoHQO",FALSE,0,NA,2019-05-04 15:08:34,FALSE,NA,"1124692297998852097",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","harald_b",0,FALSE,FALSE,NA,NA
"RT @SatoNawa9: Today, Saint and Mean in 💛 (re: yellow)

Their smiles are glowing with fresh yellow ☺️🤗

#Saint_sup 
#Tesco  #Malee 
#MeanPh…",FALSE,0,NA,2019-05-04 15:08:10,FALSE,NA,"1124692197297623040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KonoKalakaua7",26,TRUE,FALSE,NA,NA
"Wouldn't  normally tweet food pics but my Tesco chicken and chips is the bollocks https://t.co/zHDhlJ399f",FALSE,2,NA,2019-05-04 15:07:15,FALSE,NA,"1124691967764516864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeadGull",0,FALSE,FALSE,NA,NA
"Ultimate Sausage Roll Recipe | Picnic Food Ideas | Tesco Real Food https://t.co/VcMNxjoeSW via @po_st",FALSE,0,NA,2019-05-04 15:06:55,FALSE,NA,"1124691883433840642",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bluemoon239",0,FALSE,FALSE,NA,NA
"Are things really THAT bad at Sainsbury’s, or are Tesco and Morrisons just getting better? https://t.co/X5UiZOdwDe",FALSE,0,NA,2019-05-04 15:06:35,FALSE,NA,"1124691798847381505",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","techieappy",0,FALSE,FALSE,NA,NA
"RT @HRCWilliams: “I can’t wait to put my Tesco pants on” @carajayneee",FALSE,0,NA,2019-05-04 15:05:26,FALSE,NA,"1124691510002356224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carajayneee",1,TRUE,FALSE,NA,NA
"@FlowersAndCards @martianmushroom @Tesco I get that sort of service from Asda.Also check subs in case ingredient i… https://t.co/1F85I9k0Il",FALSE,0,"FlowersAndCards",2019-05-04 15:04:30,TRUE,"1118836683611561984","1124691274571890689","322080975","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pembox17",0,FALSE,FALSE,NA,NA
"@barry_madden @Kateblincoe @brightwhitemoon @NorfolkBea @Tesco Great minds 😏 (appeal to their £££ better nature)",FALSE,0,"barry_madden",2019-05-04 15:04:09,FALSE,"1124664104076152833","1124691189205229568","1097873736110407680","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GL650_LynneG",0,FALSE,FALSE,NA,NA
"RT @Parker_The_Cat: I’m a little sad today as my friend Basil who made everyone’s day when visiting our local Tesco sadly passed over the r…",FALSE,0,NA,2019-05-04 15:04:00,FALSE,NA,"1124691150722482176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prairiemog",56,TRUE,FALSE,NA,NA
"RT @NorbertElekes: World’s largest retailers vs. Amazon

Sainsbury's
Metro Group
Carrefour
Best Buy
Kroger
H&amp;M
Wesfarmers
Ahold Del
Seven &amp;…",FALSE,0,NA,2019-05-04 15:03:44,FALSE,NA,"1124691083752091648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HaXanWoo",287,TRUE,FALSE,NA,NA
"Tesco Reduces Price Of Jack Daniels By £10 https://t.co/L1WIuiRQqp https://t.co/zMz6bi1Y0L",FALSE,0,NA,2019-05-04 15:03:43,FALSE,NA,"1124691076755984386",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","ChochilinoRadio",0,FALSE,FALSE,NA,NA
"RT @RevRichardColes: In Tesco’s I look up and see the person ahead of me in the queue IS MY BROTHER. https://t.co/c8llXl1T50",FALSE,0,NA,2019-05-04 15:03:34,FALSE,NA,"1124691042224230400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","toddbates31st",9,TRUE,FALSE,NA,NA
"@meinirann Excellent choice! Here's a recipe you may like - Emily 😄 https://t.co/slGF2IRhpP",FALSE,0,"meinirann",2019-05-04 15:03:34,FALSE,"1124689671336886272","1124691042001924097","45432709","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tesco",0,FALSE,FALSE,NA,NA
"@kellydonkor Hi Kelly, thanks for getting in touch with us. I'm sorry to hear you've found a stone in your meal! If… https://t.co/s6om41kcCE",FALSE,1,"kellydonkor",2019-05-04 15:03:10,TRUE,"1124688510479417344","1124690941489700865","58271858","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","Tesco",0,FALSE,FALSE,NA,NA
"@Danwjones1979 @wrexham @Tesco I’d be reporting this to WCBC Trading Standards Team. If they advertise bloomer brea… https://t.co/4ooSPU3Wgp",FALSE,0,"Danwjones1979",2019-05-04 15:02:43,TRUE,"1124605834267451392","1124690827723378689","243758796","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarkVyse",0,FALSE,FALSE,NA,NA
"RT @RevRichardColes: In Tesco’s I look up and see the person ahead of me in the queue IS MY BROTHER. https://t.co/c8llXl1T50",FALSE,0,NA,2019-05-04 15:02:28,FALSE,NA,"1124690762162155521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moondust3890",9,TRUE,FALSE,NA,NA
"@undeadlabs is this a reference to the UK supermarket Tesco ? =p #StateofDecay2 #XboxShare https://t.co/F8uxFFzcGZ",FALSE,0,"undeadlabs",2019-05-04 15:01:58,FALSE,NA,"1124690636559540224","84193657","<a href=""http://www.xbox.com/en-US/"" rel=""nofollow"">Xbox One Social</a>","ArmstrongSean88",0,FALSE,FALSE,NA,NA
"@tozol Not my Tesco's £14",FALSE,0,"tozol",2019-05-04 15:01:50,FALSE,"1124682803474567168","1124690604875833345","7926542","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cgzwolfman",0,FALSE,FALSE,NA,NA
